message,severity,attributes,tags,timestamp
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300497020Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300502649Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300505899Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300508945Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300512889Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300515646Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300518565Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300521063Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300523717Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300526515Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300529457Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300532456Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.300535104Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301404038Z
2026-03-24 23:33:52.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301408807Z
2026-03-24 23:33:52.276 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301413341Z
2026-03-24 23:33:52.276 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301417190Z
2026-03-24 23:33:52.276 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301421412Z
2026-03-24 23:33:52.276 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301425094Z
2026-03-24 23:33:52.276 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:52.301428828Z
