message,severity,attributes,tags,timestamp
          ,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252616319Z
                                   ,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252621369Z
2026-03-24 23:33:54.132 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252625163Z
2026-03-24 23:33:54.132 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252629308Z
2026-03-24 23:33:54.132 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252633884Z
2026-03-24 23:33:54.132 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252637848Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252642324Z
"  File ""/app/main.py"", line 223, in <module>",error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252647263Z
"    st.sidebar.markdown(f""👤 **{USER.get('display_name') or USER['username']}**"")",error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252651357Z
               ~~~~^^^^^^^^^^^^,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252782098Z
KeyError: 'username',error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:54.252785777Z
2026-03-24 23:33:55.345 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.348383634Z
2026-03-24 23:33:55.346 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.348391270Z
2026-03-24 23:33:55.347 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.348395714Z
2026-03-24 23:33:55.347 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.348399166Z
2026-03-24 23:33:55.890 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.892423505Z
2026-03-24 23:33:55.891 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.892430308Z
2026-03-24 23:33:55.892 ,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896820722Z
"  [33m[1mWarning:[0m to view this Streamlit app on a browser, run it with the following",error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896825947Z
  command:,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896829137Z
,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896831966Z
    streamlit run main.py [ARGUMENTS],error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896835348Z
2026-03-24 23:33:55.892 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896837952Z
2026-03-24 23:33:55.892 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:55.896840454Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360735290Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360743344Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360746102Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360751396Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360752366Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360758392Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360760044Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360765460Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360771229Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360772032Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360776208Z
2026-03-24 23:33:56.274 Session state does not function when running a script without `streamlit run`,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360781376Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.360786066Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361150562Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361150732Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361158120Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361160448Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361163269Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361168054Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361173317Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361199373Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361204506Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361208606Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361212610Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361218713Z
2026-03-24 23:33:56.274 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361223226Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361329736Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361332907Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361336347Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361339781Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361343249Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361346402Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361349747Z
2026-03-24 23:33:56.275 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.,error,"{""level"":""error""}","{""project"":""e9ce359f-c264-471d-bba2-a54ecd5befd3"",""environment"":""910ab2b9-6811-4a4a-a088-7e59fce4c26f"",""service"":""651ca41f-8952-47d4-908d-b0017ba97b84"",""deployment"":""694902f0-2681-4608-acfb-ab24726dd77a"",""replica"":""4b993037-bcd8-4361-857a-f1437f884704""}",2026-03-24T23:33:56.361353942Z
